time,cpu,mem
1574977887.4335356-[29.0, 0.0, 4.0, 4.0, 4.0, 44.0, 54.2, 19.2]-svmem(total=16609853440, available=14078668800, percent=15.2, used=1977040896, free=12382871552, active=2384932864, inactive=1145786368, buffers=154791936, cached=2095149056, shared=262860800, slab=350052352)-
1574977887.684163-[24.1, 17.9, 72.0, 24.0, 4.3, 4.0, 30.8, 0.0]-svmem(total=16609853440, available=14078218240, percent=15.2, used=1977491456, free=12382420992, active=2386055168, inactive=1145786368, buffers=154791936, cached=2095149056, shared=262860800, slab=350052352)-
1574977887.9348562-[26.7, 72.0, 34.6, 3.8, 11.5, 4.0, 4.3, 19.2]-svmem(total=16609853440, available=14070845440, percent=15.3, used=1984864256, free=12375040000, active=2392338432, inactive=1145794560, buffers=154791936, cached=2095157248, shared=262860800, slab=350052352)-
1574977888.1854613-[34.4, 11.5, 91.7, 7.7, 4.0, 4.0, 7.7, 4.0]-svmem(total=16609853440, available=14075682816, percent=15.3, used=1980026880, free=12379885568, active=2386776064, inactive=1145786368, buffers=154791936, cached=2095149056, shared=262860800, slab=350101504)-
1574977888.4359422-[26.7, 21.4, 96.2, 32.0, 8.0, 11.5, 7.7, 11.1]-svmem(total=16609853440, available=14080462848, percent=15.2, used=1975017472, free=12384665600, active=2383966208, inactive=1145970688, buffers=154791936, cached=2095378432, shared=263090176, slab=350101504)-
1574977888.68672-[14.3, 25.8, 96.0, 19.2, 16.0, 0.0, 4.0, 0.0]-svmem(total=16609853440, available=14075400192, percent=15.3, used=1980080128, free=12379607040, active=2389495808, inactive=1145966592, buffers=154791936, cached=2095374336, shared=263090176, slab=350101504)-
1574977888.9373794-[29.0, 7.7, 44.0, 26.9, 7.7, 3.8, 4.2, 58.3]-svmem(total=16609853440, available=14071791616, percent=15.3, used=1983688704, free=12375990272, active=2392981504, inactive=1145974784, buffers=154791936, cached=2095382528, shared=263090176, slab=350134272)-
1574977889.1881068-[25.9, 85.2, 17.2, 4.0, 11.1, 8.0, 4.0, 16.0]-svmem(total=16609853440, available=14071566336, percent=15.3, used=1983913984, free=12375764992, active=2392686592, inactive=1145974784, buffers=154791936, cached=2095382528, shared=263090176, slab=350126080)-
1574977889.4386141-[14.8, 92.0, 22.6, 24.0, 23.1, 11.5, 4.0, 11.5]-svmem(total=16609853440, available=14095118336, percent=15.1, used=1960361984, free=12399316992, active=2368278528, inactive=1145974784, buffers=154791936, cached=2095382528, shared=263090176, slab=350117888)-
1574977889.689165-[20.7, 17.2, 4.0, 25.0, 12.0, 15.4, 8.0, 96.0]-svmem(total=16609853440, available=14090903552, percent=15.2, used=1964576768, free=12395102208, active=2372468736, inactive=1145974784, buffers=154791936, cached=2095382528, shared=263090176, slab=350117888)-
1574977889.940028-[17.2, 3.8, 7.7, 7.7, 12.0, 12.0, 3.8, 100.0]-svmem(total=16609853440, available=14072840192, percent=15.3, used=1982640128, free=12377038848, active=2391015424, inactive=1145974784, buffers=154791936, cached=2095382528, shared=263090176, slab=350117888)-
1574977890.1908731-[4.2, 11.5, 75.0, 4.0, 19.2, 16.0, 0.0, 24.0]-svmem(total=16609853440, available=14069743616, percent=15.3, used=1985736704, free=12373942272, active=2393513984, inactive=1145974784, buffers=154791936, cached=2095382528, shared=263090176, slab=350117888)-
1574977890.4414887-[7.7, 25.0, 12.0, 8.3, 7.7, 19.2, 0.0, 80.8]-svmem(total=16609853440, available=14072156160, percent=15.3, used=1983590400, free=12376354816, active=2392498176, inactive=1145708544, buffers=154791936, cached=2095116288, shared=262823936, slab=350117888)-
1574977890.69218-[37.9, 96.3, 19.2, 8.0, 12.0, 20.0, 20.0, 12.0]-svmem(total=16609853440, available=14046023680, percent=15.4, used=2008928256, free=12350214144, active=2416238592, inactive=1146408960, buffers=154791936, cached=2095919104, shared=263618560, slab=350117888)-
1574977890.942853-[11.5, 28.0, 14.8, 4.0, 12.0, 7.7, 35.7, 76.0]-svmem(total=16609853440, available=14047055872, percent=15.4, used=2007896064, free=12351254528, active=2414919680, inactive=1146400768, buffers=154791936, cached=2095910912, shared=263618560, slab=350117888)-
1574977891.1936436-[30.0, 64.0, 17.2, 42.9, 4.0, 8.3, 20.8, 7.7]-svmem(total=16609853440, available=14039920640, percent=15.5, used=2015182848, free=12344111104, active=2421886976, inactive=1146322944, buffers=154800128, cached=2095759360, shared=263458816, slab=350113792)-
1574977891.4442604-[25.0, 73.1, 11.5, 30.8, 19.2, 7.7, 20.8, 4.2]-svmem(total=16609853440, available=14037778432, percent=15.5, used=2017333248, free=12341960704, active=2424987648, inactive=1146322944, buffers=154800128, cached=2095759360, shared=263458816, slab=350105600)-
1574977891.694902-[24.1, 11.5, 4.0, 25.0, 12.5, 8.0, 4.0, 74.1]-svmem(total=16609853440, available=14038900736, percent=15.5, used=2016202752, free=12343074816, active=2423635968, inactive=1146331136, buffers=154800128, cached=2095775744, shared=263458816, slab=350105600)-
1574977891.945553-[24.1, 11.1, 20.0, 88.0, 12.0, 4.0, 11.1, 0.0]-svmem(total=16609853440, available=14092627968, percent=15.2, used=1962483712, free=12396802048, active=2370998272, inactive=1146322944, buffers=154800128, cached=2095767552, shared=263458816, slab=350105600)-
1574977892.1961083-[20.8, 26.9, 21.4, 11.1, 84.6, 4.0, 0.0, 4.0]-svmem(total=16609853440, available=14081740800, percent=15.2, used=1973370880, free=12385923072, active=2381733888, inactive=1146314752, buffers=154800128, cached=2095759360, shared=263458816, slab=350109696)-
1574977892.446853-[60.0, 17.9, 4.0, 8.3, 28.0, 4.0, 0.0, 39.1]-svmem(total=16609853440, available=14077427712, percent=15.2, used=1977683968, free=12381466624, active=2386206720, inactive=1146458112, buffers=154800128, cached=2095902720, shared=263458816, slab=350101504)-
1574977892.697475-[13.8, 11.5, 25.0, 4.0, 15.4, 7.7, 11.5, 92.3]-svmem(total=16609853440, available=14077247488, percent=15.2, used=1977864192, free=12381286400, active=2386141184, inactive=1146458112, buffers=154800128, cached=2095902720, shared=263458816, slab=350101504)-
1574977892.9482088-[20.0, 100.0, 17.9, 19.2, 8.0, 4.0, 7.7, 20.0]-svmem(total=16609853440, available=14061731840, percent=15.3, used=1993379840, free=12365762560, active=2403569664, inactive=1146462208, buffers=154800128, cached=2095910912, shared=263458816, slab=350101504)-
1574977893.198934-[11.1, 53.8, 12.0, 44.0, 7.4, 7.7, 4.0, 7.7]-svmem(total=16609853440, available=14060929024, percent=15.3, used=1994182656, free=12364967936, active=2403753984, inactive=1146454016, buffers=154800128, cached=2095902720, shared=263458816, slab=350060544)-
1574977893.4496155-[11.1, 8.0, 16.7, 60.0, 8.0, 16.0, 41.7, 4.0]-svmem(total=16609853440, available=14055251968, percent=15.4, used=2000056320, free=12359290880, active=2409095168, inactive=1146269696, buffers=154800128, cached=2095706112, shared=263262208, slab=350060544)-
1574977893.7002401-[4.2, 11.5, 52.0, 11.1, 12.0, 12.0, 44.0, 12.0]-svmem(total=16609853440, available=14044180480, percent=15.4, used=2011127808, free=12348219392, active=2419388416, inactive=1146269696, buffers=154800128, cached=2095706112, shared=263262208, slab=350060544)-
1574977893.9508724-[25.0, 11.1, 100.0, 0.0, 23.1, 16.7, 8.0, 3.8]-svmem(total=16609853440, available=14036168704, percent=15.5, used=2019139584, free=12340203520, active=2427719680, inactive=1146273792, buffers=154800128, cached=2095710208, shared=263262208, slab=350060544)-
1574977894.2015944-[16.7, 4.0, 16.0, 84.0, 12.0, 0.0, 0.0, 7.7]-svmem(total=16609853440, available=14034903040, percent=15.5, used=2020208640, free=12338937856, active=2427940864, inactive=1146458112, buffers=154800128, cached=2095906816, shared=263458816, slab=350060544)-
1574977894.4523003-[36.8, 4.0, 0.0, 12.5, 20.0, 92.0, 28.0, 8.0]-svmem(total=16609853440, available=14079635456, percent=15.2, used=1975476224, free=12383662080, active=2383867904, inactive=1146466304, buffers=154800128, cached=2095915008, shared=263458816, slab=350064640)-
1574977894.7029696-[27.6, 11.1, 7.7, 92.3, 7.7, 8.3, 12.0, 23.1]-svmem(total=16609853440, available=14072504320, percent=15.3, used=1982607360, free=12376530944, active=2390700032, inactive=1146466304, buffers=154800128, cached=2095915008, shared=263458816, slab=350064640)-
1574977894.9535851-[28.0, 75.0, 26.9, 11.5, 11.5, 0.0, 16.0, 8.3]-svmem(total=16609853440, available=14067384320, percent=15.3, used=1987727360, free=12371419136, active=2394857472, inactive=1146458112, buffers=154800128, cached=2095906816, shared=263458816, slab=350064640)-
1574977895.2041337-[95.8, 23.3, 14.3, 7.7, 4.0, 4.0, 12.5, 18.5]-svmem(total=16609853440, available=14068236288, percent=15.3, used=1986867200, free=12372271104, active=2394898432, inactive=1146458112, buffers=154800128, cached=2095915008, shared=263458816, slab=350064640)-
1574977895.4548337-[33.3, 12.5, 100.0, 4.0, 7.7, 4.0, 15.4, 4.0]-svmem(total=16609853440, available=14054686720, percent=15.4, used=2000424960, free=12358721536, active=2409304064, inactive=1146458112, buffers=154800128, cached=2095906816, shared=263458816, slab=350064640)-
1574977895.7055206-[57.7, 16.7, 12.0, 0.0, 11.5, 33.3, 8.3, 7.7]-svmem(total=16609853440, available=14051536896, percent=15.4, used=2003574784, free=12355551232, active=2411884544, inactive=1146474496, buffers=154800128, cached=2095927296, shared=263458816, slab=350068736)-
1574977895.9563808-[17.9, 12.0, 4.2, 8.3, 0.0, 50.0, 12.5, 52.0]-svmem(total=16609853440, available=14041411584, percent=15.5, used=2013700096, free=12345434112, active=2422874112, inactive=1146466304, buffers=154800128, cached=2095919104, shared=263458816, slab=350068736)-
1574977896.2068574-[24.2, 12.5, 4.0, 0.0, 22.2, 4.0, 4.2, 96.2]-svmem(total=16609853440, available=14042333184, percent=15.5, used=2012549120, free=12346363904, active=2422398976, inactive=1146675200, buffers=154808320, cached=2096132096, shared=263688192, slab=350068736)-
1574977896.457407-[25.0, 19.2, 4.2, 11.5, 16.0, 0.0, 0.0, 96.0]-svmem(total=16609853440, available=14087999488, percent=15.2, used=1966882816, free=12392022016, active=2376486912, inactive=1146675200, buffers=154808320, cached=2096140288, shared=263688192, slab=350068736)-
1574977896.7079544-[14.3, 12.5, 30.8, 4.0, 16.0, 11.1, 7.7, 72.0]-svmem(total=16609853440, available=14075023360, percent=15.3, used=1979858944, free=12379017216, active=2388996096, inactive=1146703872, buffers=154808320, cached=2096168960, shared=263688192, slab=350117888)-
1574977896.9585085-[22.2, 33.3, 96.2, 7.7, 7.7, 7.7, 0.0, 7.7]-svmem(total=16609853440, available=14062948352, percent=15.3, used=1991933952, free=12366950400, active=2400440320, inactive=1146695680, buffers=154808320, cached=2096160768, shared=263688192, slab=350121984)-
1574977897.209118-[15.4, 33.3, 68.0, 15.4, 8.3, 12.0, 8.3, 37.5]-svmem(total=16609853440, available=14067003392, percent=15.3, used=1987878912, free=12371017728, active=2394292224, inactive=1146679296, buffers=154808320, cached=2096148480, shared=263688192, slab=350109696)-
1574977897.4599369-[28.6, 29.6, 8.3, 4.0, 3.8, 16.0, 7.7, 84.6]-svmem(total=16609853440, available=14064144384, percent=15.3, used=1990737920, free=12368158720, active=2398044160, inactive=1146679296, buffers=154808320, cached=2096148480, shared=263688192, slab=350109696)-
1574977897.7106314-[29.4, 100.0, 12.0, 8.3, 0.0, 16.0, 25.9, 0.0]-svmem(total=16609853440, available=14053031936, percent=15.4, used=2002079744, free=12357038080, active=2410274816, inactive=1146462208, buffers=154808320, cached=2095927296, shared=263458816, slab=350109696)-
1574977897.9613628-[27.3, 96.0, 4.0, 25.0, 4.0, 4.0, 8.3, 0.0]-svmem(total=16609853440, available=14042865664, percent=15.5, used=2012246016, free=12346871808, active=2420998144, inactive=1146462208, buffers=154808320, cached=2095927296, shared=263458816, slab=350105600)-
1574977898.2120275-[30.3, 96.0, 8.0, 4.0, 4.2, 8.0, 24.0, 3.8]-svmem(total=16609853440, available=14042861568, percent=15.5, used=2012250112, free=12346863616, active=2421362688, inactive=1146466304, buffers=154808320, cached=2095931392, shared=263458816, slab=350097408)-
1574977898.4627168-[36.8, 96.0, 28.6, 16.0, 4.0, 11.5, 4.2, 4.2]-svmem(total=16609853440, available=14036774912, percent=15.5, used=2019647488, free=12340776960, active=2428928000, inactive=1145266176, buffers=154808320, cached=2094620672, shared=262148096, slab=350089216)-
1574977898.713352-[17.9, 33.3, 70.8, 33.3, 24.0, 12.0, 4.2, 28.0]-svmem(total=16609853440, available=14096392192, percent=15.1, used=1960030208, free=12400394240, active=2366148608, inactive=1145266176, buffers=154808320, cached=2094620672, shared=262148096, slab=350089216)-
1574977898.964089-[7.7, 10.7, 8.0, 7.7, 19.2, 11.5, 7.4, 96.3]-svmem(total=16609853440, available=14091104256, percent=15.2, used=1965318144, free=12395106304, active=2373382144, inactive=1145266176, buffers=154808320, cached=2094620672, shared=262148096, slab=350089216)-
1574977899.2148068-[25.8, 7.7, 25.0, 4.2, 7.7, 88.0, 4.2, 13.0]-svmem(total=16609853440, available=14098337792, percent=15.1, used=1958084608, free=12402339840, active=2366234624, inactive=1145266176, buffers=154808320, cached=2094620672, shared=262148096, slab=350072832)-
1574977899.4654667-[20.0, 11.5, 11.1, 7.7, 24.0, 96.0, 12.0, 11.1]-svmem(total=16609853440, available=14102757376, percent=15.1, used=1953861632, free=12406767616, active=2362347520, inactive=1145073664, buffers=154808320, cached=2094415872, shared=261951488, slab=350072832)-
1574977899.7159986-[91.7, 16.0, 7.7, 14.3, 16.0, 12.0, 14.8, 11.5]-svmem(total=16609853440, available=14097731584, percent=15.1, used=1958625280, free=12401729536, active=2368327680, inactive=1145331712, buffers=154808320, cached=2094690304, shared=262213632, slab=350072832)-
1574977899.96647-[25.0, 16.0, 0.0, 4.2, 11.5, 96.0, 12.0, 30.8]-svmem(total=16609853440, available=14104432640, percent=15.1, used=1951924224, free=12408422400, active=2361155584, inactive=1145339904, buffers=154808320, cached=2094698496, shared=262213632, slab=350072832)-
1574977900.2174563-[18.5, 4.0, 4.0, 4.0, 4.0, 100.0, 4.0, 12.5]-svmem(total=16609853440, available=14086524928, percent=15.2, used=1969831936, free=12390522880, active=2379218944, inactive=1145331712, buffers=154808320, cached=2094690304, shared=262213632, slab=350072832)-
1574977900.468232-[17.9, 8.3, 12.0, 80.0, 4.2, 16.7, 8.0, 15.4]-svmem(total=16609853440, available=14098669568, percent=15.1, used=1957687296, free=12402659328, active=2366099456, inactive=1145339904, buffers=154808320, cached=2094698496, shared=262213632, slab=350072832)-
1574977900.718729-[33.3, 3.8, 16.0, 17.2, 4.0, 96.0, 0.0, 4.0]-svmem(total=16609853440, available=14095495168, percent=15.1, used=1960329216, free=12399484928, active=2369400832, inactive=1145339904, buffers=154808320, cached=2095230976, shared=262479872, slab=350072832)-
1574977900.9696054-[30.0, 0.0, 11.5, 7.7, 7.7, 100.0, 4.0, 16.0]-svmem(total=16609853440, available=14089555968, percent=15.2, used=1966268416, free=12393545728, active=2375901184, inactive=1145339904, buffers=154808320, cached=2095230976, shared=262479872, slab=350072832)-
1574977901.2202466-[27.3, 0.0, 11.5, 0.0, 4.2, 96.0, 0.0, 11.5]-svmem(total=16609853440, available=14088572928, percent=15.2, used=1967063040, free=12392570880, active=2375589888, inactive=1145516032, buffers=154808320, cached=2095411200, shared=262934528, slab=350076928)-
1574977901.4707863-[22.2, 16.0, 8.0, 4.2, 44.0, 68.0, 0.0, 4.2]-svmem(total=16609853440, available=14083878912, percent=15.2, used=1971748864, free=12387876864, active=2380091392, inactive=1145516032, buffers=154816512, cached=2095411200, shared=262934528, slab=350076928)-
1574977901.7214222-[19.2, 20.0, 18.5, 48.0, 53.8, 7.7, 8.0, 8.0]-svmem(total=16609853440, available=14089764864, percent=15.2, used=1965871104, free=12393754624, active=2374799360, inactive=1145516032, buffers=154816512, cached=2095411200, shared=262934528, slab=350076928)-
1574977901.9720757-[31.0, 7.7, 11.5, 62.5, 50.0, 0.0, 0.0, 4.0]-svmem(total=16609853440, available=14088007680, percent=15.2, used=1967628288, free=12391997440, active=2375053312, inactive=1145516032, buffers=154816512, cached=2095411200, shared=262934528, slab=350076928)-
1574977902.222729-[14.3, 12.5, 52.0, 4.0, 50.0, 16.0, 0.0, 4.0]-svmem(total=16609853440, available=14079799296, percent=15.2, used=1975836672, free=12383789056, active=2384646144, inactive=1145516032, buffers=154816512, cached=2095411200, shared=262934528, slab=350081024)-
1574977902.4733202-[46.4, 22.2, 80.8, 7.7, 4.2, 7.7, 4.2, 4.0]-svmem(total=16609853440, available=14074019840, percent=15.3, used=1982418944, free=12378009600, active=2390495232, inactive=1145274368, buffers=154816512, cached=2094608384, shared=262131712, slab=350081024)-
1574977902.7238462-[84.0, 14.3, 11.1, 7.7, 7.7, 12.5, 16.0, 12.0]-svmem(total=16609853440, available=14096855040, percent=15.1, used=1959579648, free=12400844800, active=2369691648, inactive=1145274368, buffers=154816512, cached=2094612480, shared=262131712, slab=350081024)-
